1466198275606, 55.0, 1
1466198276609, 55.0, 1
1466198277607, 55.0, 1
1466198278608, 55.0, 1
1466198279608, 55.0, 1
1466198280609, 55.0, 1
1466198281609, 55.0, 1
1466198282608, 55.0, 1
1466198283610, 55.0, 1
1466198284605, 55.0, 1
1466198285606, 55.0, 1
1466198286608, 55.0, 1
1466198287609, 55.0, 1
1466198288610, 55.0, 1
1466198289606, 55.0, 1
1466198290609, 55.0, 1
1466198291609, 55.0, 1
1466198292607, 55.0, 1
1466198293608, 55.0, 1
1466198294607, 55.0, 1
1466198295610, 55.0, 1
1466198296609, 55.0, 1
1466198297608, 55.0, 1
1466198298609, 55.0, 1
1466198299609, 55.0, 1
1466198300609, 55.0, 1
1466198301608, 55.0, 1
1466198302610, 55.0, 1
1466198303608, 55.0, 1
1466198304608, 55.0, 1
1466198305609, 55.0, 1
1466198306608, 55.0, 1
1466198307607, 55.0, 1
1466198308606, 55.0, 1
1466198309609, 55.0, 1
1466198310607, 55.0, 1
1466198311609, 55.0, 1
1466198312609, 55.0, 1
1466198313607, 55.0, 1
1466198314609, 55.0, 1
1466198315607, 55.0, 1
1466198316609, 55.0, 1
1466198317610, 55.0, 1
1466198318610, 55.0, 1
1466198319606, 55.0, 1
1466198320608, 55.0, 1
1466198321609, 55.0, 1
1466198322608, 55.0, 1
1466198323607, 55.0, 1
1466198324605, 55.0, 1
1466198325605, 55.0, 1
1466198326605, 55.0, 1
1466198327608, 55.0, 1
1466198328608, 55.0, 1
1466198329611, 55.0, 1
1466198330609, 55.0, 1
1466198331610, 55.0, 1
1466198332608, 55.0, 1
1466198333609, 55.0, 1
1466198334610, 55.0, 1
1466198335608, 82.5, 1
1466198336610, 82.5, 1
1466198337609, 82.5, 1
1466198338610, 82.5, 1
1466198339609, 82.5, 1
1466198340610, 82.5, 1
1466198341608, 82.5, 1
1466198342609, 82.5, 1
1466198343607, 82.5, 1
1466198344607, 82.5, 1
1466198345610, 82.5, 1
1466198346610, 82.5, 1
1466198347609, 82.5, 1
1466198348610, 82.5, 1
1466198349610, 82.5, 1
1466198350606, 82.5, 1
1466198351609, 82.5, 1
1466198352610, 82.5, 1
1466198353610, 82.5, 1
1466198354610, 82.5, 1
1466198355610, 82.5, 1
1466198356610, 82.5, 1
1466198357605, 82.5, 1
1466198358610, 82.5, 1
1466198359606, 82.5, 1
1466198360608, 82.5, 1
1466198361608, 82.5, 1
1466198362609, 82.5, 1
1466198363609, 82.5, 1
1466198364607, 82.5, 1
1466198365609, 82.5, 1
1466198366610, 82.5, 1
1466198367608, 82.5, 1
1466198368607, 82.5, 1
1466198369609, 82.5, 1
1466198370609, 82.5, 1
1466198371609, 82.5, 1
1466198372609, 82.5, 1
1466198373609, 82.5, 1
1466198374609, 82.5, 1
1466198375609, 82.5, 1
1466198376609, 82.5, 1
1466198377609, 82.5, 1
1466198378609, 82.5, 1
1466198379609, 82.5, 1
1466198380608, 82.5, 1
1466198381610, 82.5, 1
1466198382609, 82.5, 1
1466198383609, 82.5, 1
1466198384609, 82.5, 1
1466198385609, 82.5, 1
1466198386609, 82.5, 1
1466198387609, 82.5, 1
1466198388609, 82.5, 1
1466198389609, 82.5, 1
1466198390608, 82.5, 1
1466198391608, 82.5, 1
1466198392608, 82.5, 1
1466198393608, 82.5, 1
1466198394608, 82.5, 1
1466198395608, 170.0, 1
1466198396605, 240.00002, 1
1466198397608, 270.0, 1
1466198398608, 270.0, 1
1466198399608, 270.0, 1
1466198400610, 270.0, 1
1466198401608, 270.0, 1
1466198402608, 270.0, 1
1466198403608, 270.0, 1
1466198404610, 270.0, 1
1466198405608, 270.0, 1
1466198406610, 270.0, 1
1466198407608, 270.0, 1
1466198408608, 270.0, 1
1466198409608, 270.0, 1
1466198410608, 270.0, 1
1466198411608, 270.0, 1
1466198412607, 270.0, 1
1466198413608, 270.0, 1
1466198414607, 270.0, 1
1466198415608, 270.0, 1
1466198416609, 270.0, 1
1466198417608, 270.0, 1
1466198418608, 270.0, 1
1466198419608, 270.0, 1
1466198420607, 270.0, 1
1466198421608, 270.0, 1
1466198422607, 270.0, 1
1466198423608, 270.0, 1
1466198424609, 270.0, 1
1466198425608, 270.0, 1
1466198426608, 270.0, 1
1466198427606, 270.0, 1
1466198428607, 270.0, 1
1466198429609, 270.0, 1
1466198430607, 270.0, 1
1466198431607, 270.0, 1
1466198432607, 270.0, 1
1466198433608, 270.0, 1
1466198434607, 270.0, 1
1466198435607, 270.0, 1
1466198436608, 270.0, 1
1466198437607, 270.0, 1
1466198438607, 270.0, 1
1466198439606, 270.0, 1
1466198440608, 270.0, 1
1466198440818, 270.0, 2
1466198441607, 135.0, 2
1466198442607, 120.00001, 2
1466198443607, 105.00001, 2
1466198444608, 90.00001, 2
1466198445607, 85.0, 2
1466198446608, 85.0, 2
1466198447607, 85.0, 2
1466198448606, 85.0, 2
1466198449607, 85.0, 2
1466198450607, 85.0, 2
1466198451607, 85.0, 2
1466198452608, 85.0, 2
1466198453609, 85.0, 2
