1466608583673, 55.0, 1
1466608584677, 55.0, 1
1466608585678, 55.0, 1
1466608586674, 55.0, 1
1466608587677, 55.0, 1
1466608588677, 55.0, 1
1466608589676, 55.0, 1
1466608590673, 55.0, 1
1466608591678, 55.0, 1
1466608592677, 55.0, 1
1466608593677, 55.0, 1
1466608594673, 55.0, 1
1466608595675, 55.0, 1
1466608596673, 55.0, 1
1466608597677, 55.0, 1
1466608598678, 55.0, 1
1466608599674, 55.0, 1
1466608600677, 55.0, 1
1466608601677, 55.0, 1
1466608602677, 55.0, 1
1466608603673, 55.0, 1
1466608604676, 55.0, 1
1466608605675, 55.0, 1
1466608606677, 55.0, 1
1466608607675, 55.0, 1
1466608608678, 55.0, 1
1466608609673, 55.0, 1
1466608610673, 55.0, 1
1466608611676, 55.0, 1
1466608612673, 55.0, 1
1466608613677, 55.0, 1
1466608614676, 55.0, 1
1466608615678, 55.0, 1
1466608616675, 55.0, 1
1466608617677, 55.0, 1
1466608618678, 55.0, 1
1466608619674, 55.0, 1
1466608620677, 55.0, 1
1466608621674, 55.0, 1
1466608622677, 55.0, 1
1466608623678, 55.0, 1
1466608624674, 55.0, 1
1466608625673, 55.0, 1
1466608626677, 55.0, 1
1466608627676, 55.0, 1
1466608628675, 55.0, 1
1466608629676, 55.0, 1
1466608630676, 55.0, 1
1466608631675, 55.0, 1
1466608632675, 55.0, 1
1466608633676, 55.0, 1
1466608634673, 55.0, 1
1466608635673, 55.0, 1
1466608636676, 55.0, 1
1466608637674, 55.0, 1
1466608638673, 55.0, 1
1466608639678, 55.0, 1
1466608640678, 55.0, 1
1466608641678, 55.0, 1
1466608642673, 55.0, 1
1466608643675, 82.5, 1
1466608644674, 82.5, 1
1466608645677, 82.5, 1
1466608646678, 82.5, 1
1466608647676, 82.5, 1
1466608648674, 82.5, 1
1466608649675, 82.5, 1
1466608650677, 82.5, 1
1466608651674, 82.5, 1
1466608652678, 82.5, 1
1466608653677, 82.5, 1
1466608654675, 82.5, 1
1466608655673, 82.5, 1
1466608656677, 82.5, 1
1466608657678, 82.5, 1
1466608658678, 82.5, 1
1466608659678, 82.5, 1
1466608660673, 82.5, 1
1466608661675, 82.5, 1
1466608662676, 82.5, 1
1466608663675, 82.5, 1
1466608664674, 82.5, 1
1466608665678, 82.5, 1
1466608666676, 82.5, 1
1466608667675, 82.5, 1
1466608668674, 82.5, 1
1466608669679, 82.5, 1
1466608670677, 82.5, 1
1466608671678, 82.5, 1
1466608672676, 82.5, 1
1466608673674, 82.5, 1
1466608674675, 82.5, 1
1466608675673, 82.5, 1
1466608676674, 82.5, 1
1466608677678, 82.5, 1
